?concept	?predicat	?object
Financial Asset	rel:hasAcquisitionPrice	priceFinancial Asset	rel:prefLabel	"Financial Asset"@en
Financial Asset	rel:definition	"An asset consisting of one or more financial instruments, treated as an asset"
Financial Asset	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Financial Asset	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/AccountingEquity/FinancialAsset>
Financial Asset	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Difference	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://en.oxforddictionaries.com/definition/difference"
Difference	rel:prefLabel	"Difference"@en
Difference	rel:definition	"a quantity by which amounts differ; the remainder left after subtraction of one value from another"
Difference	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Difference	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/Difference>
Difference	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Registry	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"ISO/IEC 11179-3 Information technology - Metadata registries (MDR) - Part 3: Registry metamodel and basic attributes, Third edition, 2013-02-15"
Registry	rel:isManagedBy	registration authorityRegistry	rel:hasRegistryEntry	registry entryRegistry	rel:prefLabel	"Registry"@en
Registry	rel:definition	"a system, typically an information system, that records the registration of items"
Registry	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Registry	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/RegistrationAuthorities/Registry>
Registry	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Company Bylaw	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://www.investorwords.com/660/bylaws.html"
Company Bylaw	rel:prefLabel	"Company Bylaw"@en
Company Bylaw	rel:definition	"The official rules and regulations which govern a corporation's management. Drawn up at the time of incorporation, along with the charter."
Company Bylaw	rel:altLabel	"corporate bylaw"
Company Bylaw	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Company Bylaw	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/Executives/CompanyBylaw>
Company Bylaw	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
US Bank	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The Bank Holding Company Act of 1956 defines a bank as any depository financial intermediary that accepts checking accounts (checks) or makes commercial loans, and its deposits are insured by a federal deposit insurance agency.  A bank acts as a middleman between suppliers of funds and users of funds, substituting its own credit judgement for that of the ultimate suppliers of funds, collecting those funds from three sources: checking accounts, savings and time deposits; short-term borrowings from other banks; and equity capital. A bank earns money by reinvesting these funds in longer-term assets."
US Bank	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"A bank, as specified in the Investment Company Act of 1940, is a financial intermediary that is (a) a depository institution (as defined in section 3 of the Federal Deposit Insurance Act) or a branch or agency of a foreign bank (as such terms are defined in section 1(b) of the International Banking Act of 1978), (b) a member bank of the Federal Reserve System, (c) any other banking institution or trust company, whether incorporated or not, doing business under the laws of any State or of the United States, a substantial portion of the business of which consists of receiving deposits or exercising fiduciary powers similar to those permitted to national banks under the authority of the Comptroller of the Currency, and which is supervised and examined by State or Federal authority having supervision over banks, and which is not operated for the purpose of evading the provisions of this title, and (d) a receiver, conservator, or other liquidating agent of any institution or firm included in clause (a), (b), or (c) of this paragraph."
US Bank	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"As defined in the Federal Deposit Insurance Act, https://www.fdic.gov/regulations/laws/rules/1000-400.html#fdic1000sec.3a"
US Bank	rel:prefLabel	"U.S. Bank"@en
US Bank	rel:definition	"a bank that is licensed to conduct business in the United States"
US Bank	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
US Bank	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USFinancialServicesEntities/USBank>
US Bank	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Labor Productivity Value Added	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"At the aggregate level, value-added based labour productivity forms a direct link to a widely used measure of living standards, income per capita. Productivity translates directly into living standards, by adjusting for changing working hours, unemployment, labour force participation rates and demographic changes."
Labor Productivity Value Added	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Shows the time profile of how productively labour is used to generate value added. Labour productivity changes reflect the joint influence of changes in capital, as well as technical, organisational and efficiency change within and between firms, the influence of economies of scale, varying degrees of capacity utilisation and measurement errors."
Labor Productivity Value Added	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.oecd.org/std/productivity-stats/2352458.pdf"
Labor Productivity Value Added	rel:prefLabel	"Labor Productivity, Based On Value Added"@en
Labor Productivity Value Added	rel:definition	"a ratio of a quantity index of value added to a quantity index of labor input"
Labor Productivity Value Added	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Labor Productivity Value Added	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/LaborProductivityValueAdded>
Labor Productivity Value Added	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Settlement Terms	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"In general, settlement involves arrangement of disposition of property, typically for legal reasons.  With respect to financial transactions, it involves completion of a trade, either between brokers or agents, or beween a broker and client. This may include settlement in cash, either for the entire transaction or for the cash leg of a transaction, either now or at some specified time in the future."
Settlement Terms	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"
Settlement Terms	rel:hasSettlementDate	dateSettlement Terms	rel:prefLabel	"Settlement Terms"@en
Settlement Terms	rel:definition	"contract terms that define the commitment to and mechanism for settling one or more sides of a transaction"
Settlement Terms	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Settlement Terms	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/SettlementTerms>
Settlement Terms	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Geopolitical Entity	rel:prefLabel	"Geopolitical Entity"@en
Geopolitical Entity	rel:definition	"any country, federal province, city or other administrative unit which is both geographical and political in its identity"
Geopolitical Entity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Geopolitical Entity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/Countries/GeopoliticalEntity>
Geopolitical Entity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
NZ D NZION A OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
NZ D NZION A OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
NZ D NZION A OI S COMPOUND	rel:definition	"individual representing the FpML floating interest index for the NZD-NZIONA-OIS-COMPOUND"
NZ D NZION A OI S COMPOUND	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
NZ D NZION A OI S COMPOUND	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/NZD-NZIONA-OIS-COMPOUND>
NZ D NZION A OI S COMPOUND	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Product Lifecycle Stage Occurrence	rel:isStageOf	product lifecycle occurrenceProduct Lifecycle Stage Occurrence	rel:exemplifies	product lifecycle stageProduct Lifecycle Stage Occurrence	rel:comprises	product lifecycle event occurrenceProduct Lifecycle Stage Occurrence	rel:prefLabel	"Product Lifecycle Stage Occurrence"@en
Product Lifecycle Stage Occurrence	rel:definition	"an instance of a phase in an occurrence of a given product lifecycle"
Product Lifecycle Stage Occurrence	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Product Lifecycle Stage Occurrence	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/ProductLifecycleStageOccurrence>
Product Lifecycle Stage Occurrence	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
HK D HIBO R HKAB	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
HK D HIBO R HKAB	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
HK D HIBO R HKAB	rel:definition	"individual representing the FpML floating interest index for the HKD-HIBOR-HKAB"
HK D HIBO R HKAB	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
HK D HIBO R HKAB	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/HKD-HIBOR-HKAB>
HK D HIBO R HKAB	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Contract Document	rel:isEvidenceFor	written contractContract Document	rel:scopeNote	"Written here does not necessarily mean a paper document but includes situations in which the contract is expressed electronically, whether as an electronic representation of a formal document such as in PDF form or as an electronic message, provided in the latter case that the message is expressly given formal contractual standing, for example as indicated in a separate covering agreement between the parties."
Contract Document	rel:prefLabel	"Contract Document"@en
Contract Document	rel:definition	"a written document, whether physical or electronic, which sets out the formal terms and conditions of some written contract"
Contract Document	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Contract Document	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/ContractDocument>
Contract Document	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Lifecycle Occurrence	rel:holdsDuring	date periodLifecycle Occurrence	rel:hasStage	lifecycle stage occurrenceLifecycle Occurrence	rel:exemplifies	lifecycleLifecycle Occurrence	rel:prefLabel	"Lifecycle Occurrence"@en
Lifecycle Occurrence	rel:definition	"a realization of a lifecycle"
Lifecycle Occurrence	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Lifecycle Occurrence	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Lifecycles/LifecycleOccurrence>
Lifecycle Occurrence	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Joint Controlling Party	rel:hasIdentity	controlling allianceJoint Controlling Party	rel:prefLabel	"Joint Controlling Party"@en
Joint Controlling Party	rel:definition	"Some group of entities which collectively are able to direct the affairs of some business organization"
Joint Controlling Party	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Joint Controlling Party	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/JointControllingParty>
Joint Controlling Party	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Legal Document	rel:prefLabel	"Legal Document"@en
Legal Document	rel:definition	"a written or printed paper that bears the original, official, or legal form of something and can be used to furnish decisive evidence or information"
Legal Document	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Legal Document	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/LegalDocument>
Legal Document	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
FDIC Certificate Number	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fdic.gov/"
FDIC Certificate Number	rel:identifies	depository institutionFDIC Certificate Number	rel:prefLabel	"FDIC Certificate Number"@en
FDIC Certificate Number	rel:definition	"an identifier issued to a depository institution by the FDIC on approval of that institution's application for insurance"
FDIC Certificate Number	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
FDIC Certificate Number	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USRegulatoryAgencies/FDICCertificateNumber>
FDIC Certificate Number	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Passport	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The elements of identity contained in all standardized passports include information about the holder, including name, date of birth, gender and place of birth."
Passport	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"https://en.wikipedia.org/wiki/Passport"
Passport	rel:prefLabel	"Passport"@en
Passport	rel:definition	"a document, issued by a national government, which certifies the identity and nationality of its holder for the purpose of international travel"
Passport	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Passport	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Passport>
Passport	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
SG D Semi Annual Currency Basis Swap Rate Tullett Prebon	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
