?concept	?predicat	?object
Legal Entity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Legal Entity	rel:hasAddressOfLegalFormation	registered addressLegal Entity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.gleif.org/en/about-lei/common-data-file-format/lei-cdf-format/lei-cdf-format-version-2-1"
Legal Entity	rel:hasLegalForm	entity legal formLegal Entity	rel:definition	"a partnership, corporation, or other organization having the capacity to negotiate contracts, assume financial obligations, and pay off debts, organized under the laws of some jurisdiction"
Legal Entity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"ISO 17442, Financial services - Legal Entity Identifier (LEI), first edition, 2012-06-01, section 3.1"
Legal Entity	rel:hasAffiliate	affiliateLegal Entity	rel:prefLabel	"Legal Entity"@en
Legal Entity	rel:isOrganizedIn	jurisdictionLegal Entity	rel:example	"Examples of eligible legal entities include, without limitation:\n-   all financial intermediaries;\n-   banks and finance companies;\n-   all entities that issue equity, debt or other securities for other capital structures;\n-   all entities listed on an exchange;\n-   all entities that trade stock or debt, investment vehicles, including mutual funds, pension funds and alternative investment vehicles constituted as corporate entities or collective investment agreements (including umbrella funds as well as funds under an umbrella structure, hedge funds, private equity funds, etc.);\n-   all entities under the purview of a financial regulator and their affiliates, subsidiaries and holding companies;\n-   counterparties to financial transactions."
Legal Entity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Barron's Dictionary of Banking Terms, Sixth Edition, 2012, definition of legal entity"
Legal Entity	rel:hasHeadquartersAddress	registration addressLegal Entity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Legal Entity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/LegalPersons/LegalEntity>
FDIC Registry Entry	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www2.fdic.gov/idasp/main.asp"
FDIC Registry Entry	rel:comprises	fdic certificate numberFDIC Registry Entry	rel:appliesTo	depository institutionFDIC Registry Entry	rel:prefLabel	"FDIC Registry Entry"@en
FDIC Registry Entry	rel:definition	"an entry in the FDIC institution directory, a repository of financial institution characteristics collected by the FDIC related to the institutions they insure"
FDIC Registry Entry	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
FDIC Registry Entry	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USRegulatoryAgencies/FDICRegistryEntry>
FDIC Registry Entry	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
URI	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"https://en.wikipedia.org/wiki/Uniform_resource_identifier"
URI	rel:prefLabel	"URI"@en
URI	rel:editorialNote	"Such identification enables interaction with representations of the web resource over a network (typically the World Wide Web) using specific protocols. Schemes specifying a concrete syntax and associated protocols define each URI."
URI	rel:editorialNote	"This is used in some cases to identify publicly defined schemes (namespaces) for sets of identifiers or other publicly defined codes."
URI	rel:definition	"A uniform resource identifier (URI) is a string of characters used to identify a name or a web resource."
URI	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
URI	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/BusinessFacingTypes/URI>
URI	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Commodity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Commodities are most often used as inputs in the production of other goods or services. The quality of a given commodity may differ slightly, but it is essentially uniform across producers."
Commodity	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investopedia.com/terms/c/commodity.asp"
Commodity	rel:prefLabel	"Commodity"@en
Commodity	rel:definition	"a basic good used in commerce that is interchangeable with other commodities of the same type"
Commodity	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Commodity	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/Commodity>
Commodity	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
REPOFUND S RAT E ITAL Y OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
REPOFUND S RAT E ITAL Y OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
REPOFUND S RAT E ITAL Y OI S COMPOUND	rel:definition	"individual representing the FpML floating interest index for the REPOFUNDS RATE-ITALY-OIS-COMPOUND"
REPOFUND S RAT E ITAL Y OI S COMPOUND	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
REPOFUND S RAT E ITAL Y OI S COMPOUND	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/REPOFUNDS_RATE-ITALY-OIS-COMPOUND>
REPOFUND S RAT E ITAL Y OI S COMPOUND	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
US D CM S Reference Banks ICA P Swap PX	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
US D CM S Reference Banks ICA P Swap PX	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
US D CM S Reference Banks ICA P Swap PX	rel:definition	"individual representing the FpML floating interest index for the USD-CMS-Reference Banks-ICAP SwapPX"
US D CM S Reference Banks ICA P Swap PX	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
US D CM S Reference Banks ICA P Swap PX	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/USD-CMS-Reference_Banks-ICAP_SwapPX>
US D CM S Reference Banks ICA P Swap PX	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
DK K CIBO R Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
DK K CIBO R Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
DK K CIBO R Reference Banks	rel:definition	"individual representing the FpML floating interest index for the DKK-CIBOR-Reference Banks"
DK K CIBO R Reference Banks	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
DK K CIBO R Reference Banks	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/DKK-CIBOR-Reference_Banks>
DK K CIBO R Reference Banks	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Government Official	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.thefreedictionary.com/government+officials"
Government Official	rel:hasIdentity	legally capable adultGovernment Official	rel:prefLabel	"Government Official"@en
Government Official	rel:definition	"a person elected or appointed to administer some aspect of a government"
Government Official	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Government Official	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/GovernmentOfficial>
Government Official	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
JP Y TS R Reuters	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
JP Y TS R Reuters	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
JP Y TS R Reuters	rel:definition	"individual representing the FpML floating interest index for the JPY-TSR-Reuters-10:00"
JP Y TS R Reuters	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
JP Y TS R Reuters	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY-TSR-Reuters-10_00>
JP Y TS R Reuters	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Cashflow Terms	rel:prefLabel	"Cashflow Terms"@en
Cashflow Terms	rel:editorialNote	"Swap cashflows are known as Swapstreams and are the terms for payment to and from either party. These are defined in swap transaction messages and represent the terms of the contract implied by that transaction. Options (Nordea reviews): Cashflows are defined as Payouts. This is not the same as a model of a cashflow which is a consequence of applying some legal term for payment of interest or principal, but is a commitment expressed in purely cashflow terms. Review this though. Payout terms include: Values - values can only go up or down; Static values are defined for limits and the like. i.e. Constraints (and direction) - this covers caps and floors - these are read upward or downward Conditionality Formula relations (Input and Output): - these are values - these may have a cap or a floor on them also - these also may have Multiplication - there is also fixed margin - may have addition or substraction between these Linearity in covered in the above Timing / expiry Observaton (not terms): Probability Sensitivity"
Cashflow Terms	rel:definition	"terms setting out a cashflow structure of payments committed to by one party to a contract"
Cashflow Terms	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
Cashflow Terms	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/DerivativesBasics/CashflowTerms>
Cashflow Terms	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Debt	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"In cases where the debtor and payer are the same legal person, then a debt is equivalent to a payment obligation."
Debt	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"
Debt	rel:isOwedTo	creditorDebt	rel:isOwedBy	debtorDebt	rel:prefLabel	"Debt"@en
Debt	rel:definition	"an obligation to pay something, such as an amount of money, good, service, or instrument"
Debt	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Debt	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/Debt>
Debt	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
PL N POLONI A OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
PL N POLONI A OI S COMPOUND	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
PL N POLONI A OI S COMPOUND	rel:definition	"individual representing the FpML floating interest index for the PLN-POLONIA-OIS-COMPOUND"
PL N POLONI A OI S COMPOUND	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
PL N POLONI A OI S COMPOUND	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/PLN-POLONIA-OIS-COMPOUND>
PL N POLONI A OI S COMPOUND	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Influence Based De Facto Controlling Party	rel:prefLabel	"Influence-based De Facto Controlling Party"@en
Influence Based De Facto Controlling Party	rel:editorialNote	"Regulatory or jurisdictional control would fall under this control. Court appointed control is de jure control BUT the scenario in which a government takes over something and then hands it over to some new de jure controller i.e. administrator - in the meantime this is de facto control by e.g. the government."
Influence Based De Facto Controlling Party	rel:definition	"A party which exercises some influence and control over the entity other than by means of investment."
Influence Based De Facto Controlling Party	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
Influence Based De Facto Controlling Party	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/InfluenceBasedDeFactoControllingParty>
Influence Based De Facto Controlling Party	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
KR W Quarterly Annual Swap Rate ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
KR W Quarterly Annual Swap Rate ICAP	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
KR W Quarterly Annual Swap Rate ICAP	rel:definition	"individual representing the FpML floating interest index for the KRW-Quarterly Annual Swap Rate-3:30-ICAP"
KR W Quarterly Annual Swap Rate ICAP	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
KR W Quarterly Annual Swap Rate ICAP	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/KRW-Quarterly_Annual_Swap_Rate-3_30-ICAP>
KR W Quarterly Annual Swap Rate ICAP	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
TH B THBFI X Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
TH B THBFI X Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
TH B THBFI X Reference Banks	rel:definition	"individual representing the FpML floating interest index for the THB-THBFIX-Reference Banks"
TH B THBFI X Reference Banks	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
TH B THBFI X Reference Banks	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/THB-THBFIX-Reference_Banks>
TH B THBFI X Reference Banks	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Client	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"
Client	rel:prefLabel	"Client"@en
Client	rel:definition	"a party that purchases professional services from, or has a formal relationship to purchase services from another party"
Client	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Client	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/Client>
Client	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Central Counterparty Clearing House	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"These clearing houses are often operated by the major banks in the country. The house's prime responsibility is to provide efficiency and stability to the financial markets that they operate in.\n\nThere are two main processes that are carried out by CCPs: clearing and settlement of market transactions. Clearing relates to identifying the obligations of both parties on either side of a transaction. Settlement occurs when the final transfer of securities and funds occur.\n\nCCPs benefit both parties in a transaction because they bear most of the credit risk. If two individuals deal with one another, the buyer bears the credit risk of the seller, and vice versa. When a CCP is used the credit risk that is held against both buyer and seller is coming from the CCP, which in all likelihood is much less than in the previous situation."
Central Counterparty Clearing House	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investopedia.com/terms/c/ccph.asp"
Central Counterparty Clearing House	rel:prefLabel	"Central Counterparty Clearing House"@en
Central Counterparty Clearing House	rel:definition	"a clearing house that helps facilitate trading in derivatives and equities markets"
Central Counterparty Clearing House	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
Central Counterparty Clearing House	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/FinancialServicesEntities/CentralCounterpartyClearingHouse>
Central Counterparty Clearing House	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Common Law Jurisdiction	rel:isGovernedBy	common law systemCommon Law Jurisdiction	rel:prefLabel	"Common Law Jurisdiction"@en
Common Law Jurisdiction	rel:definition	"a jurisdiction based on common law"
Common Law Jurisdiction	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Common Law Jurisdiction	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/Jurisdiction/CommonLawJurisdiction>
Common Law Jurisdiction	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
NO K NIBO R NIB R Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
NO K NIBO R NIB R Reference Banks	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
NO K NIBO R NIB R Reference Banks	rel:definition	"individual representing the FpML floating interest index for the NOK-NIBOR-NIBR-Reference Banks"
NO K NIBO R NIB R Reference Banks	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
NO K NIBO R NIB R Reference Banks	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/NOK-NIBOR-NIBR-Reference_Banks>
NO K NIBO R NIB R Reference Banks	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Canadian Consumer Price Index	rel:definition	"an economic indicator representing a measure of changes over time in the prices of a fixed basket of consumer goods and services that Canadian private households consume"
Canadian Consumer Price Index	rel:hasArgument	canadian households consumers universeCanadian Consumer Price Index	rel:hasArgument	fixed basketCanadian Consumer Price Index	rel:prefLabel	"Canadian Consumer Price Index"@en
Canadian Consumer Price Index	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/NorthAmericanIndicators/CAEconomicIndicators/CanadianConsumerPriceIndex>
Canadian Consumer Price Index	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Canadian Consumer Price Index	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www5.statcan.gc.ca/olc-cel/olc.action?ObjId=62-553-X&ObjType=2&lang=en&limit=0"
Canadian Consumer Price Index	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.statcan.gc.ca/eng/start"
Canadian Consumer Price Index	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Canadian Consumer Price Index	rel:appliesTo	canadian households consumers universeUS D C D H	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
US D C D H	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
US D C D H	rel:definition	"individual representing the FpML floating interest index for the USD-CD-H.15"
US D C D H	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
US D C D H	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/USD-CD-H.15>
US D C D H	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
CA D REP O CORRA	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
CA D REP O CORRA	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
CA D REP O CORRA	rel:definition	"individual representing the FpML floating interest index for the CAD-REPO-CORRA"
CA D REP O CORRA	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
CA D REP O CORRA	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CAD-REPO-CORRA>
CA D REP O CORRA	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Time Instant	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Time Instant	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"For scales that have a granularity specified in days, a date is a time point; for scales down to the seconds, the equivalent of an xsd:dateTime or xsd:dateTimeStamp is a time point."
Time Instant	rel:prefLabel	"Time Instant"@en
Time Instant	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.w3.org/TR/owl-time/#time:Instant"
Time Instant	rel:altLabel	"instant in time"
Time Instant	rel:definition	"a temporal entity that is a member of a time scale, with no extent or duration"
Time Instant	rel:example	"The Battle of Hastings was on '14 October 1066'. (This gives the Julian date of the battle at a granularity of 'day'. If desired, the battle could be given more precisely as a time period within that calendar day.)"
Time Instant	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/TimeInstant>
Time Instant	rel:altLabel	"time point"
Time Instant	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Time Instant	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"The duration of each time interval that is an instance of the time point is the granularity of the time scale of the time point."
Time Instant	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.omg.org/spec/DTV/"
Common Law System	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"By contrast, civil law (codified/continental law) is set on statutes adopted through the legislative/parliamentary process and/or regulations issued by the executive branch on base of the parliamentary statutes.\n\nA common law system is a legal system that gives great potential precedential weight to common law, on the principle that it is unfair to treat similar facts differently on different occasions. The body of precedent is called common law and it binds future decisions. In cases where the parties disagree on what the law is, a common law court looks to past precedential decisions of relevant courts. If a similar dispute has been resolved in the past, the court is bound to follow the reasoning used in the prior decision (this principle is known as stare decisis). If, however, the court finds that the current dispute is fundamentally distinct from all previous cases (called a matter of first impression), judges have the authority and duty to make law by creating precedent. Thereafter, the new decision becomes precedent, and will bind future courts."
Common Law System	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"A jurisdiction which is based in Common Law will also have alongside a legislature that passes statutes."
Common Law System	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://en.wikipedia.org/wiki/Common_law"
Common Law System	rel:appliesIn	common law jurisdictionCommon Law System	rel:prefLabel	"Common Law System"@en
Common Law System	rel:definition	"common law, also known as case law or precedent, is law developed by judges through decisions of courts and similar tribunals"
Common Law System	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
Common Law System	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/Jurisdiction/CommonLawSystem>
Common Law System	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Input Producer Price Index	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.imf.org/external/pubs/ft/ppi/2010/manual/ppi.pdf"
Input Producer Price Index	rel:prefLabel	"Input Producer Price Index"@en
Input Producer Price Index	rel:definition	"an economic indicator representing a measure of the rate of change over time in the prices of inputs of goods and services purchased by the producer"
Input Producer Price Index	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
Input Producer Price Index	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/InputProducerPriceIndex>
Input Producer Price Index	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Instrument Pool	rel:hasConstituent	financial instrumentInstrument Pool	rel:prefLabel	"Instrument Pool"@en
Instrument Pool	rel:definition	"a pool consisting of financial instruments that may be included in the same investment vehicle"
Instrument Pool	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
Instrument Pool	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/Pools/InstrumentPool>
Instrument Pool	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
Scheduled Calculation Period End Event	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Note that this is not necessarily the same as the day before the next period's start date. Calculation schedules specify periods of time, with a start and an end as well as a duration, with the end date being determined by some convention or published list of dates. FpML for CalculationPeriod 'A type defining the parameters used in the calculation of a fixed or floating rate calculation period amount. This type forms part of cashflows representation of a swap stream.'"
Scheduled Calculation Period End Event	rel:prefLabel	"Scheduled Calculation Period End Event"@en
Scheduled Calculation Period End Event	rel:definition	"the end date of a specific calculation period"
Scheduled Calculation Period End Event	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
Scheduled Calculation Period End Event	rel:isDefinedBy	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/ParametricSchedules/ScheduledCalculationPeriodEndEvent>
Scheduled Calculation Period End Event	rel:type	<http://www.w3.org/2004/02/skos/core#Concept>
JP Y Annual Swap Rate TRADITION	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."
JP Y Annual Swap Rate TRADITION	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"
JP Y Annual Swap Rate TRADITION	rel:definition	"individual representing the FpML floating interest index for the JPY-Annual Swap Rate-3:00-TRADITION"
