?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDesignation>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionType>	<http://www.w3.org/2004/02/skos/core#definition>	"Whether it is a call option (right to purchase a specific underlying asset) or a put option (right to sell a specific underlying asset)"
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionType>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionType>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionType>	<http://www.w3.org/2000/01/rdf-schema#label>	"has option type"@en
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionType>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Options/hasOptionType>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#hasOptionType>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#isCreditingParticipant>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#isCreditingParticipant>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#isCreditingParticipant>	<http://www.w3.org/2000/01/rdf-schema#label>	"is crediting participant"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#isCreditingParticipant>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/MuniIssuance/isCreditingParticipant>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#isCreditingParticipant>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#specification>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#specification>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#specification>	<http://www.w3.org/2000/01/rdf-schema#label>	"specification"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#specification>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/TimeExt/Time/specification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#specification>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"appraised by"
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"appraised by  (please review)"@en
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoanBorrowersTemporal/appraisedBy>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoanApplicationsTemporal/appraisedBy>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoansAppraisal/appraisedBy>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#appraisedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#isOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#isOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#isOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is of  (please review)"@en
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#isOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/Loans/LoansCollateral/isOf>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#isOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoanCollateralTemporal/isOf>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#isOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#services>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#services>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#services>	<http://www.w3.org/2000/01/rdf-schema#label>	"services"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#services>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/MuniIssuance/services>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#services>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesPrepaymentSupport>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesPrepaymentSupport>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesPrepaymentSupport>	<http://www.w3.org/2000/01/rdf-schema#label>	"provides prepayment support"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesPrepaymentSupport>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBacked/CMOs/providesPrepaymentSupport>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesPrepaymentSupport>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isTradedOn>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the trading facility on which the security is traded"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isTradedOn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isTradedOn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isTradedOn>	<http://www.w3.org/2000/01/rdf-schema#label>	"is traded on"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isTradedOn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesListings/isTradedOn>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isTradedOn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#increaseIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#increaseIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#increaseIn>	<http://www.w3.org/2000/01/rdf-schema#label>	"increase in"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#increaseIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/AccountingExt/AccountsMain/increaseIn>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#increaseIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#buyerCurrency>	<http://www.w3.org/2004/02/skos/core#definition>	"The buyer's currency as specified in the contract."
<https://spec.edmcouncil.org/fibo/DER/vocabulary#buyerCurrency>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#buyerCurrency>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#buyerCurrency>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/FxDerivatives/FxSpots/buyerCurrency>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#buyerCurrency>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#determines>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#determines>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#determines>	<http://www.w3.org/2000/01/rdf-schema#label>	"determines"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#determines>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/TimeExt/Time/determines>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#determines>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#allocatesIdentifier>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#allocatesIdentifier>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#allocatesIdentifier>	<http://www.w3.org/2000/01/rdf-schema#label>	"allocates identifier"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#allocatesIdentifier>	<http://www.w3.org/2000/01/rdf-schema#label>	"allocates identifier"
<https://spec.edmcouncil.org/fibo/BP/vocabulary#allocatesIdentifier>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/AgencyMBSIssuance/allocatesIdentifier>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#allocatesIdentifier>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/PrivateLabelMBSIssuance/allocatesIdentifier>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#allocatesIdentifier>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#owedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#owedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#owedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"owed by"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#owedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtFoundations/DebtFinance/owedBy>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#owedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#definesBenchmark>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CIV/AboutCIV/CIVSpecification>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#definesBenchmark>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#definesBenchmark>	<http://www.w3.org/2000/01/rdf-schema#label>	"defines benchmark"@en
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#definesBenchmark>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CIV/Funds/CIV/definesBenchmark>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#definesBenchmark>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#succeeds>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.merriam-webster.com/dictionary/succeed"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#succeeds>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a product, organization, stage in a lifecycle, an event, or occurrence, such as a trade, to one that follows it"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#succeeds>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#succeeds>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#succeeds>	<http://www.w3.org/2000/01/rdf-schema#label>	"succeeds"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#succeeds>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/succeeds>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#succeeds>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#writes>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#writes>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#writes>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/InformationExt/Documentation/writes>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#writes>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#maturity>	<http://www.w3.org/2004/02/skos/core#definition>	"The date at which the security settlement must occur. It is the end of the life of the future contract."
<https://spec.edmcouncil.org/fibo/DER/vocabulary#maturity>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#maturity>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#maturity>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/ExchangeTradedDerivatives/Futures/maturity>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#maturity>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#actualClosingDate>	<http://www.w3.org/2004/02/skos/core#definition>	"The Closing Date for the Issue, recorded after the event."
<https://spec.edmcouncil.org/fibo/BP/vocabulary#actualClosingDate>	<http://www.w3.org/2004/02/skos/core#definition>	"The date in which closing has been done for the underwriter of a security."
<https://spec.edmcouncil.org/fibo/BP/vocabulary#actualClosingDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#actualClosingDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#actualClosingDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/MuniIssuance/actualClosingDate>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#actualClosingDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/IssuanceProcessTerms/actualClosingDate>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#actualClosingDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#partHeldByShareholder>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#partHeldByShareholder>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#partHeldByShareholder>	<http://www.w3.org/2000/01/rdf-schema#label>	"part held by shareholder"@en
<https://spec.edmcouncil.org/fibo/BE/vocabulary#partHeldByShareholder>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControlExt/CorporateOwnershipExtras/partHeldByShareholder>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#partHeldByShareholder>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#impact>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#impact>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#impact>	<http://www.w3.org/2000/01/rdf-schema#label>	"impact"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#impact>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/RiskExt/Risk/impact>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#impact>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#loanAnnualPrePaymentsRate>	<http://www.w3.org/2004/02/skos/core#definition>	"Percentage amount of pre-payments allowed (without penalty ) under the loan contract in any given year"
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#loanAnnualPrePaymentsRate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#loanAnnualPrePaymentsRate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#loanAnnualPrePaymentsRate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/Loans/LoanBasicTerms/loanAnnualPrePaymentsRate>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#loanAnnualPrePaymentsRate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#receives.1>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#receives.1>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#receives.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"receives"@en
<https://spec.edmcouncil.org/fibo/DER/vocabulary#receives.1>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/Options/receives.1>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#receives.1>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2004/02/skos/core#definition>	"determines or identifies the essential qualities or meaning of, discovers and sets forth the meaning of, fixes or marks the limits of, demarcates"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2000/01/rdf-schema#label>	"defines"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/defines>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#defines>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTaxTreatment>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTaxTreatment>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTaxTreatment>	<http://www.w3.org/2000/01/rdf-schema#label>	"has tax treatment  (please review)"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTaxTreatment>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/SecuritiesExt/SecuritiesTaxTreatment/hasTaxTreatment>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTaxTreatment>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#includes>	<http://www.w3.org/2004/02/skos/core#definition>	"The schedule for payment of scheduled amounts of principal on pre-defined dates."
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#includes>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#includes>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#includes>	<http://www.w3.org/2000/01/rdf-schema#label>	"includes"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#includes>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/Bonds/BondsCashflowTerms/includes>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#includes>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#basedUpon>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#basedUpon>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#basedUpon>	<http://www.w3.org/2000/01/rdf-schema#label>	"based upon"
<https://spec.edmcouncil.org/fibo/MD/vocabulary#basedUpon>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/DebtTemporal/DebtPricingYields/basedUpon>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#basedUpon>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underlyingParameter>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underlyingParameter>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underlyingParameter>	<http://www.w3.org/2000/01/rdf-schema#label>	"underlying parameter"@en
