?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underlyingParameter>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/Bonds/BondsCashflowVariants/underlyingParameter>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underlyingParameter>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a registation requirement that is applicable to a given security"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2000/01/rdf-schema#label>	"has registration requirement"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesRestrictions/hasRegistrationRequirement>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRegistrationRequirement>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasSyndicateMember>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasSyndicateMember>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasSyndicateMember>	<http://www.w3.org/2000/01/rdf-schema#label>	"has syndicate member"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasSyndicateMember>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/MoneyMarkets/LoanParticipationNotes/hasSyndicateMember>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasSyndicateMember>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Free Online Dictionary"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2004/02/skos/core#scopeNote>	"typically requires having the capacity or authority to appoint"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2004/02/skos/core#definition>	"assigns a job or role to someone, selects or designates to fill an office or a position, fixes or sets by authority or by mutual agreement"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/appoints>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#issuedTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#issuedTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#issuedTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"issued to"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#issuedTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/InformationExt/Documentation/issuedTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#issuedTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegisteredBy>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the registration authority that registers something"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegisteredBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegisteredBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegisteredBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is registered by"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegisteredBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/RegistrationAuthorities/isRegisteredBy>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isRegisteredBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/sovereignty.html"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a polity to a geopolitical entity where the polity exercises dominion and authority of a political state"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#label>	"has sovereignty over"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/hasSovereigntyOver>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSovereigntyOver>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appliesTo>	<http://www.w3.org/2004/02/skos/core#definition>	"a relation indicating something that is pertinent or relevant to the concept"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appliesTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appliesTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appliesTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"applies to"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appliesTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/AccountingExt/BalanceSheetBalances/appliesTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appliesTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/appliesTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appliesTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#temporalDefinition>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#temporalDefinition>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#temporalDefinition>	<http://www.w3.org/2000/01/rdf-schema#label>	"temporal definition"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#temporalDefinition>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/TimeExt/Time/temporalDefinition>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#temporalDefinition>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTheApplicationOf>	<http://www.w3.org/2004/02/skos/core#definition>	"The Body of Law, the application of which is defined in the Legal System."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTheApplicationOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTheApplicationOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTheApplicationOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"defines the application of"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTheApplicationOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/LawExt/JurisdictionExtended/definesTheApplicationOf>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTheApplicationOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://www.w3.org/2004/02/skos/core#definition>	"What the information is about"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the subject or topic of a given document"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://www.w3.org/2000/01/rdf-schema#label>	"is about"@en
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/InformationExt/InfoCore/isAbout>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/isAbout>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isAbout>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasRemarketingAgent>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasRemarketingAgent>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasRemarketingAgent>	<http://www.w3.org/2000/01/rdf-schema#label>	"has remarketing agent"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasRemarketingAgent>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/MuniIssuance/hasRemarketingAgent>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasRemarketingAgent>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationBlockAmountBasis>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the amount of the dealt currency which would be exchanged in a trade for which the stated spot rate applies"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationBlockAmountBasis>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationBlockAmountBasis>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationBlockAmountBasis>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/ForeignExchange/ForeignExchange/hasQuotationBlockAmountBasis>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasQuotationBlockAmountBasis>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#scheduledCouponPayment>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#scheduledCouponPayment>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#scheduledCouponPayment>	<http://www.w3.org/2000/01/rdf-schema#label>	"scheduled coupon payment"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#scheduledCouponPayment>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/Bonds/BondsCashflowTerms/scheduledCouponPayment>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#scheduledCouponPayment>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#sellerCurrency>	<http://www.w3.org/2004/02/skos/core#definition>	"The seller's currency as specified in the contract."
<https://spec.edmcouncil.org/fibo/DER/vocabulary#sellerCurrency>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#sellerCurrency>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#sellerCurrency>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/FxDerivatives/FxSpots/sellerCurrency>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#sellerCurrency>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#offeringType>	<http://www.w3.org/2004/02/skos/core#definition>	"The type of Offering."
<https://spec.edmcouncil.org/fibo/BP/vocabulary#offeringType>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#offeringType>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#offeringType>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/IssuanceProcess/offeringType>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#offeringType>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasEnd>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasEnd>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasEnd>	<http://www.w3.org/2000/01/rdf-schema#label>	"has end"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasEnd>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/AgencyMBSIssuance/hasEnd>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasEnd>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/EquitiesIPOIssuance/hasEnd>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#hasEnd>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#purchase>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#purchase>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#purchase>	<http://www.w3.org/2000/01/rdf-schema#label>	"purchase"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#purchase>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/AgencyMBSIssuance/purchase>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#purchase>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#minimumDeviation>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum allowable deviation from the benchmark."
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#minimumDeviation>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CIV/AboutCIV/CIVSpecification>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#minimumDeviation>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#minimumDeviation>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CIV/Funds/CIV/minimumDeviation>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#minimumDeviation>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPerspective>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPerspective>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPerspective>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/TransactionsExt/REATransactions/hasPerspective>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPerspective>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#borrows>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#borrows>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#borrows>	<http://www.w3.org/2000/01/rdf-schema#label>	"borrows"@en
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#borrows>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/Loans/LoanBasicTerms/borrows>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#borrows>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTypicalDurationToMaturity>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTypicalDurationToMaturity>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasTypicalDurationToMaturity>	<http://www.w3.org/2000/01/rdf-schema#label>	"typical maturity duration"@en
