?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInRole>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a party acting in a specific role as related to the particular agreement, contract, policy, regulation, or other business relationship"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInRole>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInRole>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInRole>	<http://www.w3.org/2000/01/rdf-schema#label>	"has party in role"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInRole>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<http://www.omg.org/spec/EDMC-FIBO/FND/Parties/Parties/hasPartyInRole>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasPartyInRole>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2004/02/skos/core#definition>	"that to which the index refers"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"is index to"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/IdentifiersAndIndices/isIndexTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIndexTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDateOfBirth>	<http://www.w3.org/2004/02/skos/core#definition>	"links a person with their date of birth"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDateOfBirth>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDateOfBirth>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDateOfBirth>	<http://www.w3.org/2000/01/rdf-schema#label>	"has date of birth"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDateOfBirth>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/hasDateOfBirth>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDateOfBirth>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasAnnouncementDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasAnnouncementDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasAnnouncementDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIssuance/hasAnnouncementDate>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasAnnouncementDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#refersTo>	<http://www.w3.org/2004/02/skos/core#definition>	"the relationship between a reference and the concept it stands for or refers to, i.e., the referent for that reference"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#refersTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#refersTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#refersTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"refers to"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#refersTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/refersTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#refersTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasMonetaryAmount>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This could be a loan amount, or a limit for a credit line."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasMonetaryAmount>	<http://www.w3.org/2004/02/skos/core#definition>	"relates something to a monetary amount (e.g. credit limit, notional amount)"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasMonetaryAmount>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasMonetaryAmount>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasMonetaryAmount>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/CurrencyAmount/hasMonetaryAmount>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasMonetaryAmount>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasObligation>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a duty or obligation that a given party has taken on"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasObligation>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasObligation>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasObligation>	<http://www.w3.org/2000/01/rdf-schema#label>	"has obligation"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasObligation>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/PaymentsAndSchedules/hasObligation>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasObligation>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOutstandingAmount>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates an amount of money representing the principal, interest, or other amount owed at a specific point in time"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOutstandingAmount>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOutstandingAmount>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOutstandingAmount>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/hasOutstandingAmount>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasOutstandingAmount>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isStageOf>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/life-cycle.html"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isStageOf>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a stage in a product or trade lifecycle or process to the lifecycle or process that it is a stage of"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isStageOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isStageOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isStageOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is stage of"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isStageOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Lifecycles/isStageOf>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isStageOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2004/02/skos/core#definition>	"specifies the release date for a given economic indicator"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2000/01/rdf-schema#label>	"has release date"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/hasReleaseDate>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReleaseDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isInterestOn>	<http://www.w3.org/2004/02/skos/core#definition>	"links a monetary amount that is the cost of using credit to the debt that it applies to"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isInterestOn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isInterestOn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isInterestOn>	<http://www.w3.org/2000/01/rdf-schema#label>	"is interest on"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isInterestOn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/isInterestOn>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isInterestOn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasTimeContext>	<http://www.w3.org/2004/02/skos/core#definition>	"specifies the time context for a given measurement, population, or economic indicator"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasTimeContext>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasTimeContext>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasTimeContext>	<http://www.w3.org/2000/01/rdf-schema#label>	"has time context"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasTimeContext>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/hasTimeContext>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasTimeContext>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Free Online Dictionary"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2004/02/skos/core#scopeNote>	"typically requires having the capacity or authority to appoint"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2004/02/skos/core#definition>	"assigns a job or role to someone, selects or designates to fill an office or a position, fixes or sets by authority or by mutual agreement"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/appoints>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#appoints>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#causes>	<http://www.w3.org/2004/02/skos/core#definition>	"the relationship between an event (the cause) and a second event (the effect), where the second event is understood as a consequence of the first; also, the relationship between a set of factors (causes) and a phenomenon (the effect)"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#causes>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#causes>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#causes>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/causes>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#causes>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#owes>	<http://www.w3.org/2004/02/skos/core#definition>	"links a party to a debt that they owe"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#owes>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#owes>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#owes>	<http://www.w3.org/2000/01/rdf-schema#label>	"owes"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#owes>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/owes>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#owes>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConstrainedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the policy, rule, regulation, contract, or other thing that compels or obliges someone to act in some way"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConstrainedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConstrainedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConstrainedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/LegalCore/isConstrainedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConstrainedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isInstrumentOf>	<http://www.w3.org/2004/02/skos/core#definition>	"relates an instrumentality of some government to the government that it supports"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isInstrumentOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isInstrumentOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isInstrumentOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is an instrument of"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isInstrumentOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/isInstrumentOf>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isInstrumentOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasNatureOfControl>	<http://www.w3.org/2004/02/skos/core#definition>	"has nature or kind of control, de facto or limited de facto control"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasNatureOfControl>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasNatureOfControl>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasNatureOfControl>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/hasNatureOfControl>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasNatureOfControl>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasOperatingAddress>	<http://www.w3.org/2004/02/skos/core#definition>	"address at which the organization carries out its operations"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasOperatingAddress>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasOperatingAddress>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasOperatingAddress>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/FormalBusinessOrganizations/hasOperatingAddress>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasOperatingAddress>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isPrincipalOf>	<http://www.w3.org/2004/02/skos/core#definition>	"links the value of a debt, excluding any interest or other costs of using credit to the debt that it applies to"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isPrincipalOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isPrincipalOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isPrincipalOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is principal of"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isPrincipalOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/isPrincipalOf>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isPrincipalOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCalendarPeriod>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a calendar period used in computing a CalendarSpecifiedDate, such as a calendar week, calendar month, calendar quarter, or calendar year"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCalendarPeriod>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCalendarPeriod>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCalendarPeriod>	<http://www.w3.org/2000/01/rdf-schema#label>	"has calendar period"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCalendarPeriod>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/hasCalendarPeriod>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCalendarPeriod>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTermsFor>	<http://www.w3.org/2004/02/skos/core#definition>	"the contract sets out the terms for the something"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTermsFor>	<http://www.w3.org/2004/02/skos/core#changeNote>	"added to support requirements in Business Entities, 2013-05-22"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTermsFor>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTermsFor>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTermsFor>	<http://www.w3.org/2000/01/rdf-schema#label>	"defines terms for"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTermsFor>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/definesTermsFor>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#definesTermsFor>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isEmbodiedIn>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.collinsdictionary.com/dictionary/english/embodies"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isEmbodiedIn>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the representation or tangible form of something in some context"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isEmbodiedIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isEmbodiedIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isEmbodiedIn>	<http://www.w3.org/2000/01/rdf-schema#label>	"is embodied in"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isEmbodiedIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/isEmbodiedIn>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isEmbodiedIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPriorityLevel>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a guaranty to some level of priority that guaranty has in the context of the contract, for example for a credit enhancement priority"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPriorityLevel>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPriorityLevel>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPriorityLevel>	<http://www.w3.org/2000/01/rdf-schema#label>	"has priority level"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPriorityLevel>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Guaranty/hasPriorityLevel>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPriorityLevel>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasEffectiveDate>	<http://www.w3.org/2004/02/skos/core#definition>	"the date a contract, relationship, or policy comes into force"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasEffectiveDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasEffectiveDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasEffectiveDate>	<http://www.w3.org/2000/01/rdf-schema#label>	"has effective date"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasEffectiveDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/hasEffectiveDate>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasEffectiveDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
