?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isProducedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"In a written contract this is generally identified, for example, as Governing Law, namely the jurisdiction in which any disputes arising from the contract are to be resolved."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<http://www.w3.org/2004/02/skos/core#editorialNote>	"As modeled, this relationship combines two slightly different senses in which a Jurisdiction may be named in some Contract: the jurisdiction under whose laws the contract is deemed to be in force, and the jurisdiction under which the parties agree to submit in the event of any dispute resolution. ScopeNote: One thing to tease out is whether 'Dispute Resolution' and other forms of 'Governing Law' are one and the same thing or not. Dispute Resolution is uncontroversial, the question is whether there are other implications to Governing Law or if it's the same thing. For instance I may undertake to behave as though I were responsible to a particular authority i.e., a particular set of statutes."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<http://www.w3.org/2004/02/skos/core#definition>	"the jurisdiction governing the contract, as agreed by all parties"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<http://www.w3.org/2000/01/rdf-schema#label>	"has governing jurisdiction"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/hasGoverningJurisdiction>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasGoverningJurisdiction>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isConstituentOf>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.merriam-webster.com/dictionary/constituent"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isConstituentOf>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the collection that something is an essential part, component, or element of"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isConstituentOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isConstituentOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isConstituentOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is constituent of"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isConstituentOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/isConstituentOf>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isConstituentOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#submits>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.merriam-webster.com/dictionary/submit"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#submits>	<http://www.w3.org/2004/02/skos/core#definition>	"presents something (a proposal, application, report, or other document) for consideration or review"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#submits>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#submits>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#submits>	<http://www.w3.org/2000/01/rdf-schema#label>	"submits"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#submits>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Documents/submits>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#submits>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredOn>	<http://www.w3.org/2004/02/skos/core#definition>	"that on which the conferred thing is conferred"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredOn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredOn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredOn>	<http://www.w3.org/2000/01/rdf-schema#label>	"is conferred on"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredOn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/isConferredOn>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredOn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDateOfIncorporation>	<http://www.w3.org/2004/02/skos/core#definition>	"the formal date of incorporation as stated in filing documents"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDateOfIncorporation>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDateOfIncorporation>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDateOfIncorporation>	<http://www.w3.org/2000/01/rdf-schema#label>	"has date of incorporation"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDateOfIncorporation>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/Corporations/Corporations/hasDateOfIncorporation>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDateOfIncorporation>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isEvidencedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"the written contract has some formal written document, whether in physical or electronic form, which evidences and formalizes the terms and conditions of that contract"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isEvidencedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isEvidencedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isEvidencedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is evidenced by"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isEvidencedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/isEvidencedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isEvidencedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDate>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a specific date"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDate>	<http://www.w3.org/2000/01/rdf-schema#label>	"has date"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/hasDate>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAddress>	<http://www.w3.org/2004/02/skos/core#definition>	"has a means by which the entity may be located or contacted or may receive correspondence"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAddress>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAddress>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAddress>	<http://www.w3.org/2000/01/rdf-schema#label>	"has address"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAddress>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/Addresses/hasAddress>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAddress>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedAndControlledBy>	<http://www.w3.org/2004/02/skos/core#definition>	"a relationship between some thing and the party that owns, influences, manages and directs it"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedAndControlledBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedAndControlledBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedAndControlledBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is owned and controlled by"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedAndControlledBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/OwnershipAndControl/OwnershipAndControl/isOwnedAndControlledBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedAndControlledBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This property should be read as describing some legal power or duty, some commitment or some social construct being conferred as a result of some social construct such as an agreement or some legal authority. These concepts, which would describe the kind of thing of which this is a property, and the kinds of thing in terms of which this property is framed, are outside the scope of this model and so are not shown."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredBy>	<http://www.w3.org/2004/02/skos/core#definition>	"a relationship between a right or obligation and the vehicle, such as an agreement or contract, that vests (or confers) said right or obligation"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is conferred by"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/isConferredBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isConferredBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isMemberOf>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This property should be read as being framed in terms of a logical union of group and organization (not shown)."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isMemberOf>	<http://www.w3.org/2004/02/skos/core#definition>	"belonging, either individually or collectively, to a group"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isMemberOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isMemberOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isMemberOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is member of"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isMemberOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/isMemberOf>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isMemberOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrimaryFederalRegulator>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the primary federal regulator for an institution"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrimaryFederalRegulator>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrimaryFederalRegulator>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrimaryFederalRegulator>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USRegulatoryAgencies/hasPrimaryFederalRegulator>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasPrimaryFederalRegulator>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasArgument>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates a specific input to a function, formula or expression, also known as an independent variable"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasArgument>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasArgument>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasArgument>	<http://www.w3.org/2000/01/rdf-schema#label>	"has argument"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasArgument>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/Analytics/hasArgument>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasArgument>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasCountry>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"https://www.gleif.org/en/about-lei/common-data-file-format/lei-cdf-format/lei-cdf-format-version-2-1"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasCountry>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the country according to ISO 3166-1"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasCountry>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasCountry>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasCountry>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/BusinessRegistries/hasCountry>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#hasCountry>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsAnOwnershipInterestIn>	<http://www.w3.org/2004/02/skos/core#definition>	"links a party to some organization it holds an ownership interest in"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsAnOwnershipInterestIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsAnOwnershipInterestIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsAnOwnershipInterestIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/OwnershipParties/holdsAnOwnershipInterestIn>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsAnOwnershipInterestIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPartialSovereigntyOver>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a polity to a geopolitical entity where the polity exercises partial dominion and authority of a political state"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPartialSovereigntyOver>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPartialSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasPartialSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#label>	"has partial sovereignty over"
